img,label
"[[[223 223 223]
  [223 223 223]
  [222 222 222]
  ...
  [220 220 220]
  [220 220 220]
  [220 220 220]]

 [[222 222 222]
  [222 222 222]
  [222 222 222]
  ...
  [220 220 220]
  [220 220 220]
  [220 220 220]]

 [[221 221 221]
  [221 221 221]
  [221 221 221]
  ...
  [220 220 220]
  [220 220 220]
  [220 220 220]]

 ...

 [[105 105 105]
  [ 97  97  97]
  [103 103 103]
  ...
  [ 73  73  73]
  [ 66  66  66]
  [ 74  74  74]]

 [[118 118 118]
  [103 103 103]
  [104 104 104]
  ...
  [ 70  70  70]
  [ 59  59  59]
  [ 74  74  74]]

 [[123 123 123]
  [112 112 112]
  [118 118 118]
  ...
  [ 70  70  70]
  [ 67  67  67]
  [ 76  76  76]]]",57
"[[[168 173 176]
  [165 170 173]
  [160 168 170]
  ...
  [196 200 199]
  [200 202 201]
  [203 205 204]]

 [[169 174 177]
  [166 171 174]
  [162 170 172]
  ...
  [190 194 193]
  [193 195 194]
  [196 198 197]]

 [[166 174 176]
  [165 173 175]
  [164 172 174]
  ...
  [187 193 193]
  [189 193 194]
  [190 194 195]]

 ...

 [[243  90 108]
  [228  75  93]
  [205  50  68]
  ...
  [236  73  90]
  [236  75  91]
  [233  72  88]]

 [[228  80  94]
  [205  57  71]
  [193  42  57]
  ...
  [237  75  90]
  [237  76  91]
  [234  73  88]]

 [[215  69  82]
  [190  44  57]
  [189  41  55]
  ...
  [236  74  89]
  [237  76  91]
  [237  76  91]]]",17
"[[[242 212 148]
  [243 213 149]
  [245 215 151]
  ...
  [238 203 145]
  [240 205 149]
  [242 207 151]]

 [[246 216 154]
  [247 217 155]
  [248 218 156]
  ...
  [239 208 153]
  [238 207 153]
  [238 207 153]]

 [[251 221 161]
  [251 221 161]
  [251 221 161]
  ...
  [235 212 160]
  [235 213 164]
  [237 215 168]]

 ...

 [[ 61  58  49]
  [ 54  52  40]
  [ 71  69  57]
  ...
  [ 18  18  18]
  [ 21  21  19]
  [ 25  25  23]]

 [[ 45  40  34]
  [ 33  29  20]
  [ 76  72  63]
  ...
  [ 19  18  23]
  [ 22  22  24]
  [ 22  22  24]]

 [[ 29  24  18]
  [ 37  32  26]
  [ 57  53  44]
  ...
  [ 20  19  25]
  [ 20  19  24]
  [ 18  17  22]]]",62
"[[[ 18  16  21]
  [ 17  15  20]
  [ 17  15  20]
  ...
  [ 17  11  13]
  [ 20  10  11]
  [ 20  10  11]]

 [[ 17  15  20]
  [ 17  15  20]
  [ 17  15  20]
  ...
  [ 20  14  16]
  [ 24  15  18]
  [ 25  16  17]]

 [[ 16  14  19]
  [ 16  14  19]
  [ 17  15  20]
  ...
  [ 20  14  18]
  [ 21  15  19]
  [ 22  16  18]]

 ...

 [[128 149 166]
  [109 132 150]
  [ 79 107 128]
  ...
  [ 81 107 144]
  [ 68  94 127]
  [ 60  89 121]]

 [[120 139 154]
  [ 88 111 127]
  [ 77 106 124]
  ...
  [ 77 101 137]
  [ 62  88 121]
  [ 70  97 127]]

 [[102 121 136]
  [ 83 106 122]
  [ 79 106 125]
  ...
  [ 74  98 132]
  [ 59  83 117]
  [ 70  97 127]]]",53
"[[[191 207 222]
  [191 207 222]
  [193 207 220]
  ...
  [195 207 221]
  [195 207 219]
  [194 206 218]]

 [[191 207 222]
  [191 207 222]
  [193 207 220]
  ...
  [195 207 221]
  [194 206 218]
  [193 205 217]]

 [[194 208 221]
  [194 208 221]
  [195 207 221]
  ...
  [194 208 221]
  [194 208 219]
  [193 207 218]]

 ...

 [[201 207 219]
  [201 208 218]
  [201 208 218]
  ...
  [249 244 250]
  [247 245 248]
  [248 248 248]]

 [[201 208 218]
  [202 209 219]
  [202 209 219]
  ...
  [248 243 249]
  [244 244 246]
  [249 251 250]]

 [[201 208 218]
  [201 208 218]
  [201 208 216]
  ...
  [248 243 247]
  [250 250 252]
  [246 248 247]]]",89
"[[[11  6  2]
  [11  6  2]
  [11  6  2]
  ...
  [ 1  1  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[10  5  1]
  [10  5  1]
  [10  5  1]
  ...
  [ 1  1  0]
  [ 1  1  0]
  [ 1  1  0]]

 [[10  6  3]
  [10  6  3]
  [10  6  3]
  ...
  [ 2  2  0]
  [ 2  2  0]
  [ 2  2  0]]

 ...

 [[26 24 25]
  [28 26 27]
  [29 27 28]
  ...
  [17  8  3]
  [40 22 18]
  [81 60 57]]

 [[26 26 28]
  [27 27 29]
  [28 28 30]
  ...
  [ 5  0  0]
  [18  4  3]
  [50 32 30]]

 [[26 26 28]
  [27 27 29]
  [27 27 29]
  ...
  [ 6  2  0]
  [14  2  2]
  [58 42 42]]]",59
"[[[221 221 219]
  [234 234 232]
  [237 237 235]
  ...
  [223 221 222]
  [227 223 222]
  [228 224 223]]

 [[240 240 238]
  [252 252 250]
  [254 254 252]
  ...
  [230 228 229]
  [233 229 228]
  [234 230 229]]

 [[245 245 243]
  [255 255 253]
  [255 255 253]
  ...
  [253 251 252]
  [254 253 251]
  [254 253 251]]

 ...

 [[ 99  94  98]
  [ 91  87  88]
  [ 89  85  86]
  ...
  [ 33  31  34]
  [ 43  38  42]
  [ 54  50  51]]

 [[100  96  97]
  [ 88  84  85]
  [ 87  83  84]
  ...
  [ 54  52  53]
  [ 56  54  55]
  [ 56  55  53]]

 [[101  97  98]
  [ 87  83  84]
  [ 85  81  80]
  ...
  [ 73  71  72]
  [ 74  73  71]
  [ 59  58  56]]]",35
"[[[168 104   0]
  [173 111   2]
  [175 117   9]
  ...
  [166 110  27]
  [164 106  22]
  [164 107  20]]

 [[168 105   0]
  [173 112   5]
  [176 118  10]
  ...
  [166 110  27]
  [164 107  20]
  [164 107  20]]

 [[167 106   0]
  [171 113   5]
  [175 119  10]
  ...
  [166 110  25]
  [164 107  20]
  [165 108  19]]

 ...

 [[ 10  14  15]
  [  9  13  12]
  [ 11  13   8]
  ...
  [ 14  14  12]
  [ 13  16   9]
  [ 17  20  11]]

 [[ 12  14  13]
  [ 10  14  13]
  [ 10  14  13]
  ...
  [ 15  17  16]
  [ 14  16  11]
  [ 13  16   9]]

 [[ 12  14  11]
  [ 10  15  11]
  [ 10  14  15]
  ...
  [ 16  17  19]
  [ 12  14  11]
  [ 12  14   9]]]",42
"[[[ 42  39  34]
  [ 41  38  33]
  [ 39  39  31]
  ...
  [ 73  55  41]
  [ 74  56  42]
  [ 75  57  43]]

 [[ 40  37  32]
  [ 40  37  32]
  [ 37  37  29]
  ...
  [ 76  58  44]
  [ 75  57  43]
  [ 76  58  44]]

 [[ 37  34  29]
  [ 39  36  31]
  [ 35  35  27]
  ...
  [ 76  60  47]
  [ 75  59  46]
  [ 76  60  47]]

 ...

 [[207 100  56]
  [206  99  57]
  [206  98  59]
  ...
  [ 17  12   8]
  [ 11   6   3]
  [ 38  34  31]]

 [[204 104  55]
  [204 103  57]
  [206 103  60]
  ...
  [ 48  33  28]
  [ 32  22  13]
  [ 52  43  34]]

 [[203 107  56]
  [204 106  57]
  [207 106  62]
  ...
  [182 163 156]
  [ 60  47  38]
  [ 63  53  41]]]",125
"[[[209 138 106]
  [202 131 101]
  [185 114  92]
  ...
  [158 102  77]
  [155 101  77]
  [153  99  75]]

 [[207 136 104]
  [213 142 112]
  [207 137 112]
  ...
  [158 102  79]
  [157 101  78]
  [156 100  77]]

 [[214 143 111]
  [209 138 108]
  [204 134 108]
  ...
  [158  97  78]
  [159  98  79]
  [159 101  81]]

 ...

 [[ 74  20  34]
  [ 96  40  51]
  [118  57  65]
  ...
  [ 38   5  24]
  [ 39   6  27]
  [ 39   6  27]]

 [[ 70  17  37]
  [ 84  27  44]
  [102  40  55]
  ...
  [ 39   4  24]
  [ 41   6  28]
  [ 41   6  28]]

 [[ 66  12  35]
  [ 68  13  34]
  [ 87  24  41]
  ...
  [ 43   8  28]
  [ 41   6  28]
  [ 37   2  24]]]",108
"[[[  3   3   5]
  [  3   3   5]
  [  2   3   5]
  ...
  [  1   5   6]
  [  0   4   5]
  [  0   3   4]]

 [[  3   3   5]
  [  3   3   5]
  [  2   3   5]
  ...
  [  1   5   8]
  [  3   4   8]
  [  0   3   6]]

 [[  2   3   5]
  [  2   3   5]
  [  2   3   7]
  ...
  [  1   2   7]
  [  2   1   7]
  [  4   5  10]]

 ...

 [[ 78 121 138]
  [ 57 100 117]
  [ 47  90 109]
  ...
  [ 62  52  60]
  [ 70  50  61]
  [ 80  54  65]]

 [[ 80 124 135]
  [ 55  99 110]
  [ 48  90 104]
  ...
  [ 62  57  63]
  [ 65  50  57]
  [ 79  60  66]]

 [[ 76 121 127]
  [ 57 101 110]
  [ 58  98 110]
  ...
  [ 61  61  63]
  [ 62  49  56]
  [ 78  61  67]]]",59
"[[[100  97  92]
  [103 102  97]
  [107 106 104]
  ...
  [192 194 191]
  [225 230 226]
  [125 130 126]]

 [[105 102  97]
  [101 100  95]
  [103 103 101]
  ...
  [249 251 248]
  [222 227 223]
  [113 118 114]]

 [[102 101  96]
  [103 102  97]
  [106 106 104]
  ...
  [254 255 253]
  [204 209 205]
  [111 116 112]]

 ...

 [[ 85  95  87]
  [ 85  95  87]
  [ 88  99  95]
  ...
  [ 17  24  32]
  [ 14  21  27]
  [ 11  18  24]]

 [[ 81  92  84]
  [ 82  93  85]
  [ 87  98  94]
  ...
  [  9  16  24]
  [  7  14  22]
  [  6  13  21]]

 [[ 83  94  86]
  [ 83  94  86]
  [ 88  99  95]
  ...
  [  5  12  20]
  [  5  12  20]
  [  6  13  21]]]",49
"[[[194 194 196]
  [194 194 196]
  [194 194 196]
  ...
  [189 188 193]
  [189 189 191]
  [189 189 191]]

 [[194 194 196]
  [194 194 196]
  [194 194 196]
  ...
  [190 189 194]
  [189 189 191]
  [189 189 191]]

 [[194 194 196]
  [194 194 196]
  [194 194 196]
  ...
  [190 189 194]
  [190 189 194]
  [189 188 193]]

 ...

 [[186 181 178]
  [186 181 178]
  [186 181 178]
  ...
  [ 24  24  32]
  [ 27  26  34]
  [ 28  27  35]]

 [[ 52  44  42]
  [ 50  45  42]
  [ 50  45  42]
  ...
  [ 25  25  33]
  [ 28  27  35]
  [ 29  28  36]]

 [[ 26  18  16]
  [ 27  19  17]
  [ 25  20  17]
  ...
  [ 26  26  34]
  [ 29  28  36]
  [ 29  28  36]]]",62
"[[[ 70  76  98]
  [ 70  77  96]
  [ 70  77  93]
  ...
  [174 163 141]
  [175 164 142]
  [176 165 143]]

 [[ 70  76  98]
  [ 69  76  95]
  [ 69  76  92]
  ...
  [174 164 139]
  [174 162 138]
  [173 163 138]]

 [[ 68  76  97]
  [ 67  75  94]
  [ 68  75  91]
  ...
  [179 168 140]
  [180 166 139]
  [177 166 138]]

 ...

 [[ 88  82  84]
  [ 90  84  84]
  [ 92  87  84]
  ...
  [183 174 157]
  [185 172 153]
  [182 170 148]]

 [[ 93  87  87]
  [ 90  85  82]
  [ 87  82  79]
  ...
  [140 131 114]
  [164 151 134]
  [181 168 149]]

 [[ 86  81  78]
  [ 80  75  72]
  [ 74  69  65]
  ...
  [ 92  83  66]
  [122 109  93]
  [148 135 118]]]",64
"[[[169 169 171]
  [169 169 171]
  [169 171 170]
  ...
  [165 169 142]
  [165 145  74]
  [165 134  41]]

 [[169 169 171]
  [170 170 172]
  [169 171 170]
  ...
  [167 169 145]
  [165 145  74]
  [164 133  40]]

 [[169 169 171]
  [170 170 172]
  [170 171 173]
  ...
  [169 168 147]
  [170 147  79]
  [171 138  45]]

 ...

 [[227 209 185]
  [236 218 194]
  [196 180 157]
  ...
  [217 200 170]
  [219 202 172]
  [217 200 170]]

 [[234 217 191]
  [205 187 163]
  [170 154 131]
  ...
  [219 202 174]
  [218 201 171]
  [215 200 169]]

 [[231 214 188]
  [220 202 178]
  [176 160 137]
  ...
  [219 202 174]
  [219 204 173]
  [220 205 174]]]",18
"[[[255 187 200]
  [255 179 189]
  [255 189 195]
  ...
  [252 252 252]
  [247 249 248]
  [249 251 250]]

 [[170  55  72]
  [172  57  72]
  [171  55  66]
  ...
  [251 251 251]
  [248 250 249]
  [250 252 251]]

 [[196  34  57]
  [196  32  56]
  [205  36  57]
  ...
  [250 250 250]
  [247 249 248]
  [249 251 250]]

 ...

 [[ 25  22  33]
  [ 35  32  39]
  [ 75  71  70]
  ...
  [ 87  46  40]
  [110  71  66]
  [143 106 100]]

 [[ 20  19  24]
  [ 65  64  62]
  [134 127 119]
  ...
  [ 93  55  46]
  [111  74  66]
  [113  76  68]]

 [[ 30  30  30]
  [ 82  81  76]
  [166 158 147]
  ...
  [ 95  57  48]
  [111  74  65]
  [102  65  56]]]",110
"[[[ 10  71 162]
  [  9  70 161]
  [ 13  69 166]
  ...
  [220 221 225]
  [224 215 218]
  [214 200 200]]

 [[ 11  72 163]
  [ 11  72 165]
  [ 14  70 167]
  ...
  [221 220 225]
  [219 207 209]
  [205 186 188]]

 [[ 11  72 165]
  [ 10  71 164]
  [ 13  69 166]
  ...
  [222 217 223]
  [216 197 201]
  [194 168 171]]

 ...

 [[226 226 228]
  [231 232 234]
  [223 227 228]
  ...
  [ 16  21  25]
  [ 16  21  24]
  [ 16  21  24]]

 [[223 228 232]
  [216 224 226]
  [225 231 231]
  ...
  [ 16  21  25]
  [ 17  21  24]
  [ 16  20  23]]

 [[221 230 235]
  [222 232 234]
  [224 233 232]
  ...
  [ 17  22  26]
  [ 20  21  26]
  [ 19  20  24]]]",64
"[[[158 222 170]
  [168 226 176]
  [181 227 181]
  ...
  [245 242 233]
  [226 231 209]
  [212 221 192]]

 [[162 214 175]
  [162 210 172]
  [170 207 173]
  ...
  [243 243 235]
  [233 238 218]
  [209 219 192]]

 [[208 236 221]
  [211 238 223]
  [213 234 219]
  ...
  [241 240 236]
  [234 243 226]
  [202 216 193]]

 ...

 [[ 89 199 110]
  [ 95 196 116]
  [108 190 128]
  ...
  [ 72  73  78]
  [ 71  72  77]
  [ 70  71  76]]

 [[ 90 197 115]
  [ 97 193 121]
  [139 209 157]
  ...
  [ 71  72  76]
  [ 71  72  76]
  [ 69  70  74]]

 [[ 79 186 108]
  [ 98 190 123]
  [150 213 166]
  ...
  [ 69  70  74]
  [ 73  74  78]
  [ 71  72  76]]]",32
"[[[73 79 79]
  [11 17 17]
  [14 18 17]
  ...
  [42 43 45]
  [42 43 45]
  [43 44 46]]

 [[76 77 79]
  [14 15 17]
  [15 17 16]
  ...
  [42 43 45]
  [41 42 44]
  [41 42 44]]

 [[82 78 79]
  [18 16 17]
  [18 16 17]
  ...
  [42 43 45]
  [42 43 45]
  [42 43 45]]

 ...

 [[15 14 12]
  [15 14 12]
  [16 15 13]
  ...
  [32 22 20]
  [32 22 20]
  [38 28 26]]

 [[17 16 14]
  [17 16 14]
  [17 16 14]
  ...
  [18  8  6]
  [19  9  8]
  [27 17 16]]

 [[15 14 12]
  [16 15 13]
  [16 15 13]
  ...
  [17  7  5]
  [19  9  8]
  [21 11 10]]]",17
"[[[243 243 243]
  [240 240 240]
  [236 236 236]
  ...
  [233 233 235]
  [242 242 244]
  [247 247 249]]

 [[254 254 254]
  [253 253 253]
  [251 251 251]
  ...
  [233 233 235]
  [243 243 245]
  [247 247 249]]

 [[254 254 254]
  [253 253 253]
  [253 253 253]
  ...
  [250 250 250]
  [253 253 255]
  [251 251 253]]

 ...

 [[ 70  61  62]
  [ 73  64  65]
  [ 72  66  66]
  ...
  [ 68  60  57]
  [195 187 184]
  [221 213 210]]

 [[ 69  60  63]
  [ 67  58  61]
  [ 65  59  59]
  ...
  [ 57  48  43]
  [132 125 119]
  [199 192 186]]

 [[ 67  58  61]
  [ 68  62  64]
  [ 64  58  58]
  ...
  [ 61  52  47]
  [ 89  82  76]
  [159 152 146]]]",113
"[[[ 44   5   8]
  [ 43   4   7]
  [ 41   5   9]
  ...
  [ 25   7   7]
  [ 66   5   4]
  [ 96  15  12]]

 [[ 44   5   8]
  [ 43   4   7]
  [ 41   5   9]
  ...
  [ 24   6   6]
  [ 68   8   7]
  [ 96  17  13]]

 [[ 43   4   7]
  [ 43   4   7]
  [ 41   5   9]
  ...
  [ 26   8   8]
  [ 68  12  11]
  [ 95  21  18]]

 ...

 [[215 143 118]
  [215 145 119]
  [205 139 115]
  ...
  [192 173 175]
  [206 181 184]
  [204 178 179]]

 [[215 143 119]
  [212 142 117]
  [211 146 124]
  ...
  [198 179 183]
  [203 178 182]
  [194 168 171]]

 [[211 139 115]
  [216 145 123]
  [211 146 126]
  ...
  [190 173 179]
  [194 169 175]
  [202 175 180]]]",51
"[[[67 82 89]
  [67 82 89]
  [71 84 92]
  ...
  [73 88 95]
  [68 83 90]
  [75 90 97]]

 [[67 82 89]
  [68 83 90]
  [72 85 93]
  ...
  [64 79 86]
  [61 76 83]
  [68 83 90]]

 [[62 79 86]
  [64 81 88]
  [69 84 91]
  ...
  [57 74 81]
  [56 71 78]
  [60 75 82]]

 ...

 [[49 67 71]
  [51 69 73]
  [52 70 72]
  ...
  [69 79 80]
  [71 82 84]
  [65 79 80]]

 [[50 66 66]
  [53 69 69]
  [52 68 67]
  ...
  [73 81 84]
  [72 86 89]
  [65 80 83]]

 [[50 66 65]
  [57 73 72]
  [57 72 69]
  ...
  [69 77 80]
  [70 84 87]
  [61 79 81]]]",70
"[[[ 69  57  45]
  [ 38  24  11]
  [ 44  22  11]
  ...
  [ 94  45  15]
  [ 92  43  13]
  [ 87  40  10]]

 [[ 97  85  73]
  [ 38  24  13]
  [ 42  22  11]
  ...
  [ 82  36  10]
  [ 86  42  15]
  [ 86  42  15]]

 [[ 96  86  76]
  [ 36  22  11]
  [ 42  22  11]
  ...
  [ 81  43  20]
  [ 81  45  21]
  [ 83  49  24]]

 ...

 [[ 61  36   5]
  [147 118  88]
  [205 169 137]
  ...
  [ 30  32  19]
  [ 31  33  20]
  [ 32  34  21]]

 [[222 190 143]
  [234 200 154]
  [229 186 143]
  ...
  [ 32  34  20]
  [ 30  32  18]
  [ 29  31  17]]

 [[236 201 145]
  [229 192 137]
  [209 163 114]
  ...
  [ 35  37  23]
  [ 33  35  21]
  [ 31  33  19]]]",13
"[[[145 138  96]
  [146 139  97]
  [145 138  96]
  ...
  [110 100  64]
  [112 104  67]
  [117 109  72]]

 [[145 138  96]
  [145 138  96]
  [144 137  95]
  ...
  [112 102  66]
  [114 106  69]
  [117 109  72]]

 [[144 137  95]
  [144 137  95]
  [144 137  95]
  ...
  [112 104  68]
  [117 109  72]
  [117 109  72]]

 ...

 [[185 180 140]
  [184 179 139]
  [184 179 137]
  ...
  [129 123  89]
  [121 115  81]
  [124 118  84]]

 [[185 180 140]
  [185 180 140]
  [185 180 140]
  ...
  [128 119  86]
  [124 115  82]
  [130 121  88]]

 [[187 182 142]
  [186 181 141]
  [186 181 141]
  ...
  [126 117  84]
  [126 117  84]
  [134 125  92]]]",74
"[[[202 202 194]
  [202 202 194]
  [202 202 194]
  ...
  [200 197 190]
  [196 193 188]
  [197 194 189]]

 [[202 202 194]
  [202 202 194]
  [202 202 194]
  ...
  [200 197 190]
  [197 194 189]
  [197 194 189]]

 [[202 202 194]
  [202 202 194]
  [202 202 194]
  ...
  [200 197 190]
  [197 194 187]
  [197 194 187]]

 ...

 [[173 174 166]
  [181 182 174]
  [180 181 173]
  ...
  [ 33  34  39]
  [ 27  28  33]
  [ 27  28  33]]

 [[172 173 167]
  [188 189 183]
  [178 179 173]
  ...
  [ 30  31  36]
  [ 25  26  31]
  [ 26  27  32]]

 [[171 172 166]
  [182 183 177]
  [181 182 176]
  ...
  [ 27  28  33]
  [ 24  25  30]
  [ 25  26  31]]]",42
"[[[162 153 148]
  [127 118 113]
  [ 71  64  58]
  ...
  [175 171 160]
  [242 239 232]
  [232 229 222]]

 [[ 97  88  83]
  [169 160 155]
  [106  99  93]
  ...
  [179 175 166]
  [244 239 233]
  [220 217 210]]

 [[120 111 106]
  [164 155 150]
  [109 102  96]
  ...
  [190 186 177]
  [244 239 233]
  [226 221 217]]

 ...

 [[107 127 177]
  [106 128 178]
  [106 129 179]
  ...
  [244 235 238]
  [240 236 235]
  [237 236 232]]

 [[109 127 175]
  [107 128 175]
  [109 131 178]
  ...
  [241 235 237]
  [238 237 235]
  [240 241 236]]

 [[112 129 175]
  [109 127 173]
  [113 134 177]
  ...
  [241 235 237]
  [239 238 236]
  [237 238 233]]]",23
"[[[27 29 42]
  [43 42 50]
  [80 71 74]
  ...
  [ 5  5  5]
  [ 6  6  8]
  [ 5  5  7]]

 [[26 28 41]
  [33 33 43]
  [46 40 42]
  ...
  [ 5  5  5]
  [ 5  5  7]
  [ 5  5  7]]

 [[24 28 40]
  [26 29 38]
  [30 28 31]
  ...
  [ 5  5  5]
  [ 5  5  7]
  [ 5  5  7]]

 ...

 [[42 46 55]
  [41 48 56]
  [44 48 57]
  ...
  [30 28 31]
  [25 29 30]
  [24 30 30]]

 [[44 47 56]
  [44 48 57]
  [43 50 58]
  ...
  [32 26 30]
  [25 29 32]
  [23 31 33]]

 [[43 46 55]
  [40 44 53]
  [41 48 56]
  ...
  [32 26 30]
  [28 29 34]
  [24 32 35]]]",113
"[[[45 48 53]
  [47 51 54]
  [51 52 54]
  ...
  [91 91 89]
  [90 90 88]
  [89 89 87]]

 [[43 44 49]
  [46 47 51]
  [49 50 52]
  ...
  [86 86 84]
  [85 85 83]
  [84 84 82]]

 [[43 42 47]
  [46 45 50]
  [51 51 53]
  ...
  [82 82 80]
  [82 81 79]
  [81 80 78]]

 ...

 [[49 47 58]
  [67 67 77]
  [67 67 79]
  ...
  [26 25 30]
  [23 26 33]
  [19 24 30]]

 [[53 50 59]
  [74 73 81]
  [74 72 83]
  ...
  [26 24 29]
  [24 24 32]
  [21 24 31]]

 [[51 48 57]
  [48 45 54]
  [58 56 67]
  ...
  [26 24 29]
  [25 25 33]
  [22 25 32]]]",51
"[[[ 15  20  16]
  [ 15  20  16]
  [ 15  20  16]
  ...
  [ 14  19  15]
  [ 14  19  15]
  [ 14  19  15]]

 [[ 15  20  16]
  [ 15  20  16]
  [ 15  20  16]
  ...
  [ 14  19  15]
  [ 14  19  15]
  [ 14  19  15]]

 [[ 15  20  16]
  [ 15  20  16]
  [ 15  20  16]
  ...
  [ 15  20  16]
  [ 15  20  16]
  [ 15  20  16]]

 ...

 [[ 26  41  22]
  [ 32  43  13]
  [120 120  68]
  ...
  [246 198  72]
  [246 198  72]
  [247 199  73]]

 [[ 31  44  24]
  [ 38  45  11]
  [191 186 128]
  ...
  [247 198  80]
  [248 200  76]
  [250 202  76]]

 [[ 29  41  19]
  [ 64  70  34]
  [218 212 150]
  ...
  [245 198  82]
  [249 200  79]
  [251 203  77]]]",46
"[[[173 172 167]
  [173 172 167]
  [174 173 168]
  ...
  [201 189 177]
  [205 188 178]
  [207 189 177]]

 [[175 174 169]
  [175 174 169]
  [176 175 170]
  ...
  [204 191 182]
  [208 191 181]
  [209 193 180]]

 [[179 176 171]
  [179 176 171]
  [179 176 171]
  ...
  [204 194 184]
  [208 194 183]
  [209 195 184]]

 ...

 [[187 182 178]
  [185 180 176]
  [184 179 175]
  ...
  [225 132 140]
  [230 145 150]
  [244 164 167]]

 [[189 181 178]
  [187 179 176]
  [184 179 175]
  ...
  [221 125 129]
  [226 136 136]
  [239 151 150]]

 [[189 181 178]
  [187 179 176]
  [184 179 175]
  ...
  [228 132 133]
  [219 125 125]
  [226 135 132]]]",32
"[[[105  75  39]
  [102  72  34]
  [110  78  39]
  ...
  [137 104  37]
  [117  86  32]
  [101  73  25]]

 [[106  76  38]
  [114  85  45]
  [117  85  44]
  ...
  [119  85  22]
  [100  70  20]
  [ 86  59  14]]

 [[115  88  43]
  [122  93  49]
  [120  89  45]
  ...
  [104  73  19]
  [ 88  61  18]
  [ 76  50  13]]

 ...

 [[ 72  68  65]
  [ 68  64  61]
  [ 73  69  66]
  ...
  [255 222 164]
  [253 212 156]
  [249 206 151]]

 [[ 69  63  63]
  [ 68  62  62]
  [ 70  64  64]
  ...
  [255 225 164]
  [254 218 158]
  [252 213 154]]

 [[ 62  56  56]
  [ 71  65  65]
  [ 71  65  65]
  ...
  [255 225 163]
  [245 211 150]
  [227 191 131]]]",23
"[[[185  54  46]
  [180  57  49]
  [190  86  73]
  ...
  [173 117  92]
  [161  82  65]
  [210 121 105]]

 [[170  49  38]
  [170  56  45]
  [162  58  45]
  ...
  [192 134 112]
  [167  88  71]
  [187  99  85]]

 [[195  95  79]
  [180  78  63]
  [159  55  42]
  ...
  [191 126 108]
  [173  94  81]
  [164  78  65]]

 ...

 [[166 174 163]
  [165 173 162]
  [170 171 163]
  ...
  [166 166 156]
  [166 163 154]
  [179 177 165]]

 [[158 172 157]
  [161 173 159]
  [169 170 162]
  ...
  [168 165 156]
  [169 165 156]
  [182 178 167]]

 [[159 177 161]
  [161 175 160]
  [171 172 164]
  ...
  [168 165 156]
  [171 167 158]
  [184 180 169]]]",115
"[[[ 21  17  14]
  [ 21  17  14]
  [ 19  18  13]
  ...
  [ 30  30  28]
  [ 31  30  28]
  [ 38  34  33]]

 [[ 20  16  13]
  [ 20  16  13]
  [ 19  18  13]
  ...
  [ 29  31  28]
  [ 29  29  29]
  [ 32  32  32]]

 [[ 21  17  14]
  [ 21  17  14]
  [ 21  18  13]
  ...
  [ 32  34  31]
  [ 28  32  33]
  [ 28  34  34]]

 ...

 [[198 122  90]
  [222 147 115]
  [229 160 131]
  ...
  [236 167 134]
  [238 158 121]
  [240 155 116]]

 [[189 123  89]
  [206 140 106]
  [216 149 122]
  ...
  [235 170 132]
  [245 171 134]
  [239 163 127]]

 [[175 115  79]
  [188 125  92]
  [207 142 114]
  ...
  [241 176 136]
  [244 174 138]
  [249 176 141]]]",111
"[[[249 212 230]
  [255 220 232]
  [254 220 221]
  ...
  [ 70  72  87]
  [ 55  58  73]
  [ 47  53  67]]

 [[248 214 230]
  [254 221 232]
  [255 225 223]
  ...
  [ 30  32  44]
  [ 25  29  40]
  [ 20  27  37]]

 [[247 215 228]
  [250 221 226]
  [253 225 221]
  ...
  [ 25  29  30]
  [ 18  24  24]
  [ 30  36  36]]

 ...

 [[242 221 220]
  [248 222 221]
  [253 218 214]
  ...
  [ 99  56  39]
  [112  69  53]
  [115  72  56]]

 [[240 229 225]
  [245 230 225]
  [251 224 217]
  ...
  [ 86  43  27]
  [112  66  51]
  [121  75  60]]

 [[234 229 223]
  [237 226 220]
  [243 220 212]
  ...
  [109  66  50]
  [104  58  43]
  [ 93  47  32]]]",115
"[[[ 25  12   3]
  [ 16   6   0]
  [ 16   7   0]
  ...
  [ 64  25   8]
  [ 68  30  11]
  [ 71  33  12]]

 [[ 26  13   4]
  [ 17   7   0]
  [ 17   8   1]
  ...
  [ 70  28  12]
  [ 71  30  10]
  [ 73  32  12]]

 [[ 25  15   6]
  [ 17   7   0]
  [ 17   8   1]
  ...
  [ 78  32  16]
  [ 81  34  16]
  [ 83  36  16]]

 ...

 [[ 50  40  38]
  [ 51  42  37]
  [ 51  44  38]
  ...
  [ 70  59  41]
  [127 115  77]
  [109  99  50]]

 [[ 46  36  35]
  [ 48  38  36]
  [ 53  44  37]
  ...
  [ 77  70  28]
  [213 206 136]
  [223 218 134]]

 [[ 48  38  37]
  [ 49  39  37]
  [ 56  47  38]
  ...
  [ 57  51   0]
  [213 208 124]
  [214 212 111]]]",51
